Order ID,Sale_Date,Ship Date,Customer ID,Customer Name,Customer_Type,Region,State,City,Product_Category,Sub-Category,Product Name,Sales_Amount,Quantity_Sold,Discount,Profit,Ship Mode,Payment Mode,Sales_Channel,Sales_Rep,Payment_Method,Unit_Cost,Unit_Price,Year,Month,Quarter,Profit_Margin,Customer_Segment
ORD-101414,2024-11-06,2024-11-08,CUST-7911,Customer 1569,2,3,Gujarat,Ahmedabad,1,Paper,Paper Model 519,4706.43,3,0.0,-3765.144,Standard Class,Net Banking,1,1,1,2823.858,1568.8100000000002,2024,11,4,-80.0,2
ORD-101415,2023-09-13,2023-09-16,CUST-2717,Customer 1277,2,3,Karnataka,Bengaluru,1,Paper,Paper Model 431,6559.33,7,0.3,-20989.856,Second Class,Net Banking,1,1,0,3935.598,937.0471428571428,2023,9,3,-320.0,1
ORD-101416,2024-07-02,2024-07-09,CUST-9959,Customer 3,0,3,Telangana,Hyderabad,1,Paper,Paper Model 319,1262.77,2,0.1,-252.55399999999983,Standard Class,Net Banking,1,0,0,757.6619999999999,631.385,2024,7,3,-19.99999999999999,2
ORD-101417,2023-05-27,2023-05-31,CUST-5246,Customer 1386,1,3,Delhi,New Delhi,1,Binders,Binders Model 218,23353.95,2,0.2,-4670.790000000001,Second Class,Net Banking,0,3,0,14012.37,11676.975,2023,5,2,-20.000000000000004,0
ORD-101418,2023-08-05,2023-08-06,CUST-1058,Customer 1167,0,2,Gujarat,Surat,2,Phones,Phones Model 617,10576.05,5,0.15,-21152.099999999995,First Class,Cash,1,3,0,6345.629999999999,2115.21,2023,8,3,-199.99999999999997,2
ORD-101419,2023-10-04,2023-10-11,CUST-8433,Customer 279,1,1,Tamil Nadu,Coimbatore,0,Bookcases,Bookcases Model 564,6080.81,9,0.1,-26755.563999999995,First Class,UPI,0,3,1,3648.486,675.6455555555556,2023,10,4,-439.9999999999999,1
ORD-101420,2023-01-22,2023-01-28,CUST-4412,Customer 1210,2,1,Delhi,New Delhi,0,Tables,Tables Model 619,21010.76,1,0.1,8404.304,Same Day,UPI,1,1,0,12606.455999999998,21010.76,2023,1,1,40.0,0
ORD-101421,2024-07-15,2024-07-19,CUST-8780,Customer 921,0,0,Delhi,New Delhi,2,Phones,Phones Model 196,18360.99,7,0.05,-58755.16799999999,Second Class,Card,1,1,0,11016.594,2622.998571428572,2024,7,3,-319.99999999999994,3
ORD-101422,2024-09-11,2024-09-12,CUST-4052,Customer 1117,0,3,Gujarat,Ahmedabad,1,Binders,Binders Model 236,12913.75,7,0.3,-41324.0,First Class,Net Banking,0,2,1,7748.25,1844.821428571429,2024,9,3,-320.0,1
ORD-101423,2023-06-20,2023-06-21,CUST-6834,Customer 923,1,2,Tamil Nadu,Chennai,2,Phones,Phones Model 107,21586.44,2,0.05,-4317.2880000000005,First Class,Net Banking,0,2,2,12951.864,10793.22,2023,6,2,-20.000000000000004,0
ORD-101424,2023-03-09,2023-03-10,CUST-4524,Customer 327,1,0,Maharashtra,Nagpur,2,Accessories,Accessories Model 899,17298.78,5,0.3,-34597.55999999999,Second Class,Card,0,1,1,10379.267999999998,3459.756,2023,3,1,-199.99999999999997,0
ORD-101425,2023-03-02,2023-03-07,CUST-8628,Customer 58,2,3,Delhi,New Delhi,0,Bookcases,Bookcases Model 254,23105.2,5,0.05,-46210.40000000001,Same Day,Net Banking,1,3,2,13863.12,4621.04,2023,3,1,-200.00000000000009,0
ORD-101426,2024-08-11,2024-08-15,CUST-4039,Customer 594,0,0,Karnataka,Bengaluru,0,Tables,Tables Model 952,2137.59,5,0.15,-4275.18,Second Class,UPI,1,1,1,1282.554,427.518,2024,8,3,-200.0,2
ORD-101427,2024-03-05,2024-03-06,CUST-2625,Customer 1409,1,2,Maharashtra,Nagpur,2,Phones,Phones Model 151,1079.06,7,0.1,-3452.992,Same Day,Card,0,1,1,647.4359999999999,154.15142857142857,2024,3,1,-320.0,1
ORD-101428,2023-06-02,2023-06-07,CUST-6492,Customer 1597,0,3,Delhi,New Delhi,2,Laptops,Laptops Model 921,4411.91,1,0.05,1764.7639999999997,Same Day,UPI,0,1,0,2647.146,4411.91,2023,6,2,39.99999999999999,2
ORD-101429,2023-03-13,2023-03-18,CUST-6128,Customer 62,0,1,Tamil Nadu,Chennai,1,Storage,Storage Model 606,14668.13,6,0.0,-38137.138,Second Class,UPI,1,4,2,8800.877999999999,2444.688333333333,2023,3,1,-260.0,1
ORD-101430,2023-12-08,2023-12-15,CUST-1567,Customer 1341,1,2,Gujarat,Ahmedabad,0,Tables,Tables Model 264,5561.46,2,0.15,-1112.2920000000004,Standard Class,Card,0,1,1,3336.876,2780.73,2023,12,4,-20.000000000000007,2
ORD-101431,2023-07-29,2023-08-03,CUST-4041,Customer 246,0,0,Delhi,New Delhi,2,Laptops,Laptops Model 423,11920.83,7,0.0,-38146.656,First Class,Cash,0,3,1,7152.498,1702.9757142857145,2023,7,3,-320.0,1
ORD-101432,2023-04-25,2023-04-29,CUST-8451,Customer 526,1,2,Maharashtra,Nagpur,0,Bookcases,Bookcases Model 516,20232.03,8,0.0,-76881.714,Standard Class,UPI,1,1,1,12139.218,2529.00375,2023,4,2,-380.00000000000006,3
ORD-101433,2023-08-19,2023-08-26,CUST-6608,Customer 371,0,0,Tamil Nadu,Coimbatore,0,Chairs,Chairs Model 873,9141.54,7,0.0,-29252.928,Standard Class,UPI,0,2,2,5484.924,1305.9342857142858,2023,8,3,-320.0,1
ORD-101434,2024-11-11,2024-11-17,CUST-7157,Customer 1264,0,2,Maharashtra,Nagpur,1,Paper,Paper Model 790,18599.31,8,0.15,-70677.378,Second Class,Cash,1,0,0,11159.586,2324.91375,2024,11,4,-380.0,3
ORD-101435,2024-10-18,2024-10-24,CUST-8628,Customer 1235,1,1,Tamil Nadu,Coimbatore,0,Chairs,Chairs Model 793,23089.14,7,0.15,-73885.248,Second Class,Net Banking,0,2,0,13853.484,3298.4485714285715,2024,10,4,-320.0,3
ORD-101436,2023-12-20,2023-12-27,CUST-2741,Customer 1178,2,1,Telangana,Hyderabad,2,Laptops,Laptops Model 427,8898.74,1,0.15,3559.496,Standard Class,UPI,0,0,2,5339.244,8898.74,2023,12,4,40.0,2
ORD-101437,2024-03-16,2024-03-21,CUST-8011,Customer 1621,2,3,Delhi,New Delhi,2,Laptops,Laptops Model 229,20097.88,5,0.15,-40195.76,Second Class,Cash,0,2,1,12058.728,4019.576,2024,3,1,-199.99999999999997,0
ORD-101438,2024-01-24,2024-01-25,CUST-4780,Customer 898,2,1,Maharashtra,Nagpur,2,Accessories,Accessories Model 678,7936.65,1,0.1,3174.66,Standard Class,Card,0,4,2,4761.99,7936.65,2024,1,1,40.0,2
ORD-101439,2024-05-17,2024-05-20,CUST-9668,Customer 1688,0,3,Gujarat,Ahmedabad,0,Tables,Tables Model 722,7659.23,7,0.0,-24509.536,Second Class,UPI,0,3,0,4595.538,1094.1757142857143,2024,5,2,-320.0,1
ORD-101440,2023-11-30,2023-12-02,CUST-4670,Customer 1176,2,3,Tamil Nadu,Coimbatore,2,Accessories,Accessories Model 426,6906.39,9,0.0,-30388.116,First Class,Cash,1,4,1,4143.834,767.3766666666667,2023,11,4,-440.00000000000006,1
ORD-101441,2023-07-11,2023-07-13,CUST-3431,Customer 1775,0,0,Telangana,Hyderabad,0,Chairs,Chairs Model 436,24947.2,8,0.05,-94799.36,Standard Class,UPI,1,3,2,14968.32,3118.4,2023,7,3,-380.0,3
ORD-101442,2023-08-12,2023-08-13,CUST-7607,Customer 929,0,1,Maharashtra,Mumbai,0,Bookcases,Bookcases Model 726,13071.13,5,0.05,-26142.259999999995,Standard Class,Card,0,4,1,7842.677999999999,2614.226,2023,8,3,-200.0,0
ORD-101443,2024-06-12,2024-06-17,CUST-2512,Customer 788,2,2,Gujarat,Ahmedabad,0,Tables,Tables Model 940,3153.95,1,0.0,1261.58,Second Class,UPI,1,3,2,1892.37,3153.95,2024,6,2,40.0,2
ORD-101444,2024-12-02,2024-12-06,CUST-1732,Customer 796,0,0,Karnataka,Mysuru,2,Laptops,Laptops Model 407,16896.7,8,0.2,-64207.46000000001,Standard Class,Cash,1,0,0,10138.02,2112.0875,2024,12,4,-380.0,3
ORD-101445,2024-05-06,2024-05-09,CUST-4590,Customer 511,1,1,Delhi,New Delhi,0,Chairs,Chairs Model 199,771.83,10,0.2,-3859.150000000001,Second Class,Cash,1,4,0,463.098,77.183,2024,5,2,-500.0,1
ORD-101446,2023-03-26,2023-03-27,CUST-6402,Customer 1027,0,0,Gujarat,Ahmedabad,1,Binders,Binders Model 253,16621.39,6,0.2,-43215.614,Standard Class,UPI,0,0,1,9972.834,2770.2316666666666,2023,3,1,-260.0,3
ORD-101447,2024-10-13,2024-10-16,CUST-1491,Customer 915,1,3,Telangana,Hyderabad,0,Tables,Tables Model 688,5245.64,5,0.05,-10491.28,First Class,Net Banking,0,2,2,3147.384,1049.1280000000002,2024,10,4,-199.99999999999997,2
ORD-101448,2024-08-18,2024-08-24,CUST-3260,Customer 547,2,1,Tamil Nadu,Coimbatore,1,Paper,Paper Model 929,3877.09,2,0.0,-775.4179999999997,Second Class,Card,0,3,1,2326.254,1938.545,2024,8,3,-19.99999999999999,2
ORD-101449,2024-12-06,2024-12-11,CUST-3445,Customer 801,0,1,Karnataka,Bengaluru,2,Phones,Phones Model 643,12930.81,5,0.2,-25861.619999999995,First Class,Card,1,3,0,7758.485999999999,2586.162,2024,12,4,-200.0,0
ORD-101450,2024-05-23,2024-05-26,CUST-3617,Customer 456,1,3,Telangana,Hyderabad,0,Tables,Tables Model 117,5839.56,4,0.1,-8175.384000000001,Standard Class,Net Banking,0,2,2,3503.7360000000003,1459.89,2024,5,2,-140.0,2
ORD-101451,2023-03-31,2023-04-02,CUST-7859,Customer 143,2,2,Gujarat,Ahmedabad,2,Phones,Phones Model 905,13881.18,2,0.1,-2776.236000000001,First Class,Net Banking,0,2,0,8328.708,6940.59,2023,3,1,-20.000000000000004,0
ORD-101452,2024-08-01,2024-08-02,CUST-5333,Customer 874,1,1,Tamil Nadu,Coimbatore,0,Chairs,Chairs Model 155,1708.64,3,0.2,-1366.9119999999996,Standard Class,UPI,1,3,2,1025.184,569.5466666666667,2024,8,3,-79.99999999999997,2
ORD-101453,2024-07-29,2024-07-31,CUST-3083,Customer 1163,2,3,Gujarat,Ahmedabad,1,Binders,Binders Model 170,934.69,3,0.3,-747.752,First Class,Card,0,4,0,560.814,311.56333333333333,2024,7,3,-80.0,2
ORD-101454,2023-05-09,2023-05-10,CUST-6326,Customer 460,2,0,Telangana,Hyderabad,2,Laptops,Laptops Model 419,9481.68,7,0.15,-30341.376,Same Day,Card,1,2,2,5689.008,1354.5257142857142,2023,5,2,-320.0,1
ORD-101455,2023-11-09,2023-11-15,CUST-1412,Customer 220,2,1,Karnataka,Bengaluru,1,Paper,Paper Model 440,24691.88,5,0.3,-49383.76,Second Class,Card,0,0,1,14815.128,4938.376,2023,11,4,-200.0,0
ORD-101456,2024-01-10,2024-01-14,CUST-7911,Customer 171,1,3,Telangana,Hyderabad,2,Accessories,Accessories Model 647,12397.09,5,0.05,-24794.18,Second Class,UPI,1,4,0,7438.254,2479.418,2024,1,1,-200.0,0
ORD-101457,2023-11-22,2023-11-29,CUST-1062,Customer 1044,1,3,Maharashtra,Nagpur,2,Phones,Phones Model 820,20686.04,3,0.3,-16548.832000000002,Same Day,Net Banking,0,0,1,12411.624,6895.346666666667,2023,11,4,-80.0,0
ORD-101458,2024-12-16,2024-12-23,CUST-7697,Customer 1746,2,3,Delhi,New Delhi,0,Tables,Tables Model 622,24592.41,8,0.2,-93451.158,First Class,Net Banking,1,4,1,14755.446,3074.05125,2024,12,4,-380.0,3
ORD-101459,2024-04-29,2024-05-03,CUST-7763,Customer 223,2,0,Maharashtra,Nagpur,0,Bookcases,Bookcases Model 612,1690.22,6,0.05,-4394.571999999999,Same Day,Net Banking,1,3,1,1014.132,281.7033333333333,2024,4,2,-259.99999999999994,1
ORD-101460,2023-05-30,2023-06-01,CUST-7199,Customer 1122,0,1,Karnataka,Mysuru,1,Binders,Binders Model 254,7828.47,7,0.1,-25051.104,Standard Class,Net Banking,0,3,1,4697.082,1118.3528571428571,2023,5,2,-320.0,1
ORD-101461,2024-10-14,2024-10-18,CUST-5528,Customer 1641,1,1,Tamil Nadu,Coimbatore,0,Tables,Tables Model 884,6568.09,1,0.05,2627.2360000000003,Standard Class,Card,1,3,2,3940.854,6568.09,2024,10,4,40.0,2
ORD-101462,2024-11-17,2024-11-23,CUST-1041,Customer 1756,2,3,Gujarat,Surat,0,Bookcases,Bookcases Model 339,13850.69,3,0.2,-11080.552,First Class,UPI,1,3,2,8310.414,4616.8966666666665,2024,11,4,-80.0,0
ORD-101463,2023-12-12,2023-12-18,CUST-5542,Customer 1202,1,1,Gujarat,Surat,2,Laptops,Laptops Model 514,20196.03,2,0.3,-4039.206000000002,Same Day,Net Banking,0,1,2,12117.618,10098.015,2023,12,4,-20.00000000000001,0
ORD-101464,2023-01-19,2023-01-22,CUST-5570,Customer 169,2,2,Maharashtra,Mumbai,0,Chairs,Chairs Model 353,2459.48,5,0.1,-4918.960000000001,Standard Class,Card,0,1,2,1475.688,491.896,2023,1,1,-200.00000000000009,2
ORD-101465,2024-12-26,2024-12-30,CUST-4927,Customer 1018,0,1,Maharashtra,Pune,2,Laptops,Laptops Model 830,23786.33,1,0.15,9514.532,Same Day,Card,0,4,2,14271.798,23786.33,2024,12,4,40.0,0
ORD-101466,2023-03-01,2023-03-03,CUST-1810,Customer 165,0,0,Karnataka,Bengaluru,2,Phones,Phones Model 133,2804.86,9,0.15,-12341.383999999998,Standard Class,UPI,1,3,1,1682.916,311.6511111111111,2023,3,1,-440.0,1
ORD-101467,2023-11-01,2023-11-05,CUST-7798,Customer 94,2,1,Maharashtra,Mumbai,0,Bookcases,Bookcases Model 745,12510.27,10,0.0,-62551.34999999999,Same Day,UPI,0,1,1,7506.162,1251.027,2023,11,4,-499.9999999999999,3
ORD-101468,2023-12-30,2024-01-05,CUST-8645,Customer 1683,2,0,Telangana,Hyderabad,2,Laptops,Laptops Model 988,6607.59,5,0.2,-13215.18,First Class,Card,1,3,0,3964.554,1321.518,2023,12,4,-200.0,2
ORD-101469,2024-10-05,2024-10-06,CUST-1370,Customer 968,0,3,Maharashtra,Mumbai,1,Paper,Paper Model 635,5741.73,3,0.2,-4593.384,Standard Class,Cash,0,2,2,3445.038,1913.91,2024,10,4,-80.0,2
ORD-101470,2023-05-21,2023-05-28,CUST-9388,Customer 228,2,3,Delhi,New Delhi,2,Phones,Phones Model 954,11805.12,2,0.15,-2361.0239999999994,Second Class,UPI,0,1,2,7083.072,5902.56,2023,5,2,-19.999999999999996,2
ORD-101471,2023-07-27,2023-08-02,CUST-6551,Customer 1716,0,1,Gujarat,Surat,1,Paper,Paper Model 558,12362.17,9,0.0,-54393.548,Same Day,Card,0,3,2,7417.302,1373.5744444444445,2023,7,3,-440.0,3
ORD-101472,2023-01-08,2023-01-10,CUST-9200,Customer 65,0,2,Tamil Nadu,Chennai,2,Laptops,Laptops Model 766,17964.69,6,0.1,-46708.19399999999,First Class,Net Banking,1,0,2,10778.813999999998,2994.115,2023,1,1,-259.99999999999994,3
ORD-101473,2023-07-18,2023-07-25,CUST-7298,Customer 1234,2,3,Karnataka,Bengaluru,1,Binders,Binders Model 664,4224.28,7,0.0,-13517.696000000004,First Class,Cash,0,0,0,2534.568,603.4685714285714,2023,7,3,-320.0000000000001,1
ORD-101474,2023-09-23,2023-09-27,CUST-2939,Customer 504,2,0,Telangana,Hyderabad,0,Tables,Tables Model 813,20061.01,6,0.3,-52158.62599999999,Second Class,Card,0,3,0,12036.605999999998,3343.5016666666666,2023,9,3,-259.99999999999994,3
ORD-101475,2023-11-26,2023-11-27,CUST-1158,Customer 446,0,0,Telangana,Hyderabad,1,Paper,Paper Model 147,20621.6,2,0.15,-4124.32,First Class,UPI,0,0,1,12372.96,10310.8,2023,11,4,-20.0,0
ORD-101476,2023-10-16,2023-10-23,CUST-5797,Customer 1031,0,2,Karnataka,Bengaluru,2,Laptops,Laptops Model 124,21669.42,3,0.2,-17335.535999999993,Standard Class,Net Banking,0,2,2,13001.651999999998,7223.139999999999,2023,10,4,-79.99999999999997,0
ORD-101477,2023-04-20,2023-04-26,CUST-2167,Customer 773,1,0,Delhi,New Delhi,0,Tables,Tables Model 881,21482.16,3,0.0,-17185.728,Same Day,Net Banking,0,0,0,12889.296,7160.72,2023,4,2,-80.0,0
ORD-101478,2024-02-18,2024-02-24,CUST-2531,Customer 7,1,1,Karnataka,Bengaluru,2,Laptops,Laptops Model 939,21590.04,5,0.05,-43180.08,Standard Class,Net Banking,1,4,2,12954.024,4318.008,2024,2,1,-199.99999999999997,0
ORD-101479,2024-05-25,2024-05-29,CUST-3003,Customer 656,1,2,Tamil Nadu,Chennai,1,Storage,Storage Model 665,20542.52,7,0.2,-65736.064,First Class,Net Banking,0,4,1,12325.512,2934.6457142857143,2024,5,2,-320.0,3
ORD-101480,2023-04-24,2023-04-26,CUST-7096,Customer 1567,2,3,Gujarat,Ahmedabad,1,Paper,Paper Model 618,8371.99,3,0.0,-6697.592000000002,Standard Class,Net Banking,1,0,0,5023.194,2790.6633333333334,2023,4,2,-80.00000000000003,2
ORD-101481,2024-01-06,2024-01-09,CUST-7280,Customer 39,0,0,Karnataka,Mysuru,2,Phones,Phones Model 905,19108.2,8,0.2,-72611.16,First Class,Cash,0,3,0,11464.92,2388.525,2024,1,1,-380.0,3
ORD-101482,2024-01-14,2024-01-21,CUST-1447,Customer 944,0,1,Tamil Nadu,Coimbatore,1,Paper,Paper Model 946,3705.39,2,0.1,-741.078,Same Day,Card,0,0,0,2223.234,1852.695,2024,1,1,-20.0,2
ORD-101483,2024-01-06,2024-01-10,CUST-8973,Customer 652,1,2,Tamil Nadu,Coimbatore,2,Laptops,Laptops Model 642,18865.43,1,0.15,7546.172,Standard Class,UPI,1,2,2,11319.258,18865.43,2024,1,1,40.0,0
ORD-101484,2024-03-28,2024-03-31,CUST-3654,Customer 1153,0,0,Maharashtra,Pune,2,Accessories,Accessories Model 365,17700.81,3,0.3,-14160.648,Same Day,Cash,0,3,2,10620.486,5900.27,2024,3,1,-80.0,0
ORD-101485,2023-06-01,2023-06-05,CUST-7180,Customer 1400,0,2,Karnataka,Mysuru,0,Tables,Tables Model 589,10532.16,3,0.1,-8425.728,Standard Class,UPI,1,1,1,6319.295999999999,3510.72,2023,6,2,-80.0,2
ORD-101486,2023-12-13,2023-12-15,CUST-9667,Customer 884,2,3,Telangana,Hyderabad,1,Paper,Paper Model 721,17352.39,10,0.1,-86761.95,Standard Class,Cash,1,3,1,10411.434,1735.239,2023,12,4,-500.0,3
ORD-101487,2024-11-18,2024-11-24,CUST-6482,Customer 1598,1,2,Maharashtra,Pune,2,Laptops,Laptops Model 365,24842.47,4,0.2,-34779.458,Standard Class,Net Banking,1,1,2,14905.482,6210.6175,2024,11,4,-140.0,0
ORD-101488,2023-01-27,2023-02-02,CUST-6363,Customer 1221,1,3,Gujarat,Ahmedabad,1,Binders,Binders Model 363,14527.22,2,0.3,-2905.4439999999977,Standard Class,Net Banking,1,4,1,8716.331999999999,7263.61,2023,1,1,-19.999999999999982,0
ORD-101489,2023-07-16,2023-07-22,CUST-8591,Customer 1024,2,0,Telangana,Hyderabad,1,Paper,Paper Model 452,1632.77,9,0.15,-7184.188,First Class,UPI,0,2,1,979.662,181.4188888888889,2023,7,3,-440.00000000000006,1
ORD-101490,2024-03-22,2024-03-29,CUST-3964,Customer 977,0,3,Maharashtra,Nagpur,2,Phones,Phones Model 867,6182.75,5,0.2,-12365.5,Second Class,Cash,1,1,0,3709.65,1236.55,2024,3,1,-200.0,2
ORD-101491,2023-07-31,2023-08-02,CUST-2228,Customer 1712,1,0,Maharashtra,Nagpur,0,Chairs,Chairs Model 766,23603.58,8,0.05,-89693.60399999999,Same Day,Cash,1,3,0,14162.148,2950.4475,2023,7,3,-380.0,3
ORD-101492,2024-09-13,2024-09-14,CUST-9899,Customer 762,0,0,Delhi,New Delhi,1,Binders,Binders Model 374,1618.71,3,0.1,-1294.9679999999998,Same Day,UPI,1,2,2,971.226,539.57,2024,9,3,-80.0,2
ORD-101493,2023-02-03,2023-02-06,CUST-3952,Customer 1530,1,1,Karnataka,Bengaluru,1,Storage,Storage Model 197,395.02,3,0.2,-316.0160000000001,First Class,UPI,1,2,0,237.012,131.67333333333332,2023,2,1,-80.00000000000003,2
ORD-101494,2024-11-25,2024-11-29,CUST-1316,Customer 443,0,3,Tamil Nadu,Coimbatore,0,Chairs,Chairs Model 298,10673.11,2,0.0,-2134.6219999999994,Same Day,Card,1,2,1,6403.866,5336.555,2024,11,4,-19.999999999999996,2
ORD-101495,2023-12-17,2023-12-23,CUST-4007,Customer 520,1,3,Maharashtra,Mumbai,1,Storage,Storage Model 691,5117.46,7,0.05,-16375.872000000005,Second Class,Card,0,3,1,3070.476,731.0657142857143,2023,12,4,-320.00000000000006,1
ORD-101496,2024-03-27,2024-03-29,CUST-1532,Customer 1519,1,0,Gujarat,Surat,1,Paper,Paper Model 366,24476.42,1,0.2,9790.567999999996,Standard Class,UPI,1,4,0,14685.852,24476.42,2024,3,1,39.99999999999999,0
ORD-101497,2023-12-25,2023-12-30,CUST-8569,Customer 1436,0,3,Telangana,Hyderabad,0,Bookcases,Bookcases Model 284,15169.85,10,0.3,-75849.25,Standard Class,UPI,1,4,1,9101.91,1516.985,2023,12,4,-500.0,3
ORD-101498,2024-08-09,2024-08-10,CUST-8052,Customer 1472,1,3,Delhi,New Delhi,1,Storage,Storage Model 504,1384.4,7,0.2,-4430.08,First Class,UPI,1,2,1,830.64,197.77142857142857,2024,8,3,-320.0,1
ORD-101499,2024-04-09,2024-04-16,CUST-7121,Customer 48,1,1,Karnataka,Mysuru,1,Binders,Binders Model 617,14785.18,10,0.1,-73925.9,Same Day,Net Banking,1,4,0,8871.108,1478.518,2024,4,2,-499.9999999999999,3
ORD-101500,2023-01-03,2023-01-07,CUST-1167,Customer 1363,2,1,Telangana,Hyderabad,1,Paper,Paper Model 678,21192.89,3,0.0,-16954.312000000005,Second Class,Card,0,2,0,12715.734,7064.296666666666,2023,1,1,-80.00000000000003,0
ORD-101501,2023-06-19,2023-06-21,CUST-1566,Customer 1198,0,2,Maharashtra,Pune,1,Binders,Binders Model 260,15568.47,5,0.1,-31136.94,First Class,UPI,0,4,2,9341.082,3113.694,2023,6,2,-200.00000000000009,0
ORD-101502,2023-09-11,2023-09-13,CUST-6429,Customer 705,0,1,Karnataka,Bengaluru,0,Chairs,Chairs Model 733,9066.52,3,0.0,-7253.216,Second Class,Net Banking,1,2,1,5439.912,3022.1733333333336,2023,9,3,-80.0,2
ORD-101503,2023-10-18,2023-10-21,CUST-4410,Customer 1278,0,2,Telangana,Hyderabad,0,Tables,Tables Model 297,14606.2,9,0.2,-64267.28,Second Class,Net Banking,1,3,1,8763.72,1622.9111111111113,2023,10,4,-440.0,3
ORD-101504,2023-09-10,2023-09-14,CUST-9820,Customer 1322,0,1,Karnataka,Mysuru,0,Chairs,Chairs Model 229,20333.77,6,0.0,-52867.802,First Class,Net Banking,1,0,1,12200.262,3388.9616666666666,2023,9,3,-259.99999999999994,3
ORD-101505,2023-04-03,2023-04-05,CUST-3193,Customer 116,0,2,Gujarat,Ahmedabad,1,Paper,Paper Model 348,18833.65,6,0.15,-48967.49,Same Day,Cash,1,1,0,11300.19,3138.941666666667,2023,4,2,-259.99999999999994,3
ORD-101506,2023-07-22,2023-07-23,CUST-7290,Customer 374,2,0,Delhi,New Delhi,1,Storage,Storage Model 756,9418.04,2,0.05,-1883.608,Standard Class,UPI,0,1,0,5650.8240000000005,4709.02,2023,7,3,-20.0,2
ORD-101507,2024-04-03,2024-04-06,CUST-2636,Customer 987,1,2,Gujarat,Ahmedabad,2,Phones,Phones Model 839,4684.12,2,0.15,-936.8240000000004,Same Day,UPI,1,4,0,2810.472,2342.06,2024,4,2,-20.00000000000001,2
ORD-101508,2024-03-09,2024-03-16,CUST-2685,Customer 291,2,1,Tamil Nadu,Coimbatore,1,Binders,Binders Model 735,16760.94,7,0.2,-53635.00799999999,Same Day,Card,0,3,2,10056.563999999998,2394.42,2024,3,1,-319.99999999999994,3
ORD-101509,2024-04-04,2024-04-11,CUST-6167,Customer 1792,0,0,Karnataka,Bengaluru,0,Bookcases,Bookcases Model 162,14908.67,9,0.3,-65598.148,Second Class,UPI,0,1,0,8945.202,1656.5188888888888,2024,4,2,-440.00000000000006,3
ORD-101510,2024-12-23,2024-12-24,CUST-5438,Customer 430,2,2,Maharashtra,Pune,2,Phones,Phones Model 202,21529.48,1,0.1,8611.792,Standard Class,Net Banking,0,2,2,12917.688,21529.48,2024,12,4,40.0,0
ORD-101511,2023-09-01,2023-09-07,CUST-3078,Customer 767,2,0,Maharashtra,Nagpur,1,Paper,Paper Model 980,22949.67,3,0.15,-18359.736,Second Class,UPI,1,0,1,13769.801999999998,7649.889999999999,2023,9,3,-80.0,0
ORD-101512,2023-04-06,2023-04-11,CUST-9842,Customer 1621,0,2,Gujarat,Ahmedabad,2,Accessories,Accessories Model 853,15781.41,6,0.3,-41031.666,Standard Class,Net Banking,0,4,1,9468.846,2630.235,2023,4,2,-259.99999999999994,3
ORD-101513,2024-07-09,2024-07-13,CUST-4841,Customer 1552,0,3,Delhi,New Delhi,1,Paper,Paper Model 462,15924.37,4,0.2,-22294.117999999995,Standard Class,Net Banking,1,2,2,9554.622,3981.0925,2024,7,3,-139.99999999999997,0
ORD-101514,2024-09-24,2024-09-25,CUST-9515,Customer 684,2,0,Karnataka,Mysuru,1,Storage,Storage Model 852,13663.96,7,0.1,-43724.67199999999,Second Class,UPI,1,4,0,8198.375999999998,1951.9942857142853,2024,9,3,-320.0,1
ORD-101515,2023-11-25,2023-12-01,CUST-8901,Customer 257,2,2,Delhi,New Delhi,0,Tables,Tables Model 471,19755.7,9,0.0,-86925.08,First Class,UPI,1,2,1,11853.42,2195.077777777778,2023,11,4,-440.00000000000006,3
ORD-101516,2024-10-14,2024-10-21,CUST-6740,Customer 18,0,2,Tamil Nadu,Coimbatore,0,Bookcases,Bookcases Model 461,9916.39,3,0.2,-7933.112000000001,Same Day,UPI,0,1,1,5949.834,3305.463333333333,2024,10,4,-80.00000000000001,2
ORD-101517,2023-11-04,2023-11-08,CUST-3777,Customer 1624,0,2,Karnataka,Mysuru,0,Bookcases,Bookcases Model 380,19059.88,1,0.05,7623.952000000001,Standard Class,Net Banking,1,4,0,11435.928,19059.88,2023,11,4,40.0,0
ORD-101518,2024-08-06,2024-08-11,CUST-8264,Customer 82,0,3,Karnataka,Bengaluru,0,Bookcases,Bookcases Model 508,17613.71,7,0.15,-56363.87200000001,Standard Class,Net Banking,0,4,1,10568.226,2516.244285714285,2024,8,3,-320.00000000000006,3
ORD-101519,2023-12-17,2023-12-24,CUST-1644,Customer 39,2,2,Maharashtra,Nagpur,1,Paper,Paper Model 729,5016.29,8,0.0,-19061.902,Standard Class,Card,0,4,1,3009.774,627.03625,2023,12,4,-380.0,1
ORD-101520,2023-03-28,2023-04-02,CUST-8596,Customer 192,0,2,Karnataka,Bengaluru,1,Binders,Binders Model 491,13560.83,3,0.05,-10848.664,Standard Class,Card,1,0,1,8136.498,4520.276666666667,2023,3,1,-80.0,0
ORD-101521,2024-03-05,2024-03-06,CUST-2816,Customer 1404,2,3,Gujarat,Ahmedabad,1,Paper,Paper Model 950,16545.08,7,0.1,-52944.25600000001,Standard Class,Cash,0,2,0,9927.048,2363.5828571428574,2024,3,1,-320.0,3
